Game,StdDev_Sentiment,TotalNegative,TotalPositive,StdDev_ContainWord
Sadame,0,5,7,0.148337214727406
Safari Pinball,-7,6,3,0.141533496037634
Safari Quest,-3,3,2,8.17213268526399e-02
Safecracker: The Ultimate Puzzle Adventure,-2,5,6,0.125365366082513
Safety First!,-9,9,6,0.184857174611753
Sagebrush,-15,19,15,0.149623306863003
Saint Seiya: Brave Soldiers,5,7,9,0.184880549421109
Saint Seiya: Sanctuary Battle,-1,5,6,0.112993763430779
"Saint Seiya: Soldiers' Soul",-1,3,4,0.102999432022053
Saints Row,-1,3,4,0.102999432022053
Saints Row 2,-3,9,7,0.124568185609956
Saints Row 2: Corporate Warfare,2,7,8,0.179497693488846
Saints Row 2: Ultor Exposed,-14,12,6,0.113826593854509
Saints Row IV,-8,11,8,0.128441568613032
Saints Row IV: Enter the Dominatrix,1,2,2,6.42252891419922e-02
Saints Row IV: How the Saints Save Christmas,-2,4,4,0.101071720548981
Saints Row IV: Re-Elected,-5,20,16,0.147874259980158
Saints Row IV: Re-Elected & Gat Out of Hell,-22,17,9,0.164584289648314
Saints Row: Gat Out of Hell,-9,15,11,0.111673567142242
Saints Row: The Third,5,7,9,9.9096829422829e-02
Saints Row: The Third - Gangstas in Space,8,5,8,0.158548007057884
Saints Row: The Third - Genki Bowl VII,-1,8,7,0.114718964003024
Saints Row: The Third - The Full Package,-4,8,7,0.163452095963311
Saints Row: The Third - The Trouble with Clones,7,8,10,0.109155089968834
Saints Row: The Third Remastered,11,27,39,0.172494370994791
Sairento VR,5,4,6,0.138742855070918
Saiyuki: Journey West,2,3,4,0.108568881031919
Sakuna: Of Rice and Ruin,-2,23,25,0.168953164231694
Sakura Samurai: Art of the Sword,6,5,9,0.156063888198188
Sakura Wars,5,5,11,0.107648104422403
"Sakura Wars: So Long, My Love",-20,20,17,0.212514316203282
Salary Man Escape VR,-3,4,3,9.91049631962976e-02
"Sally's Law",-13,7,1,0.120466710899367
Salt Lake 2002,18,5,11,0.140107130474364
Salt and Sanctuary,-13,24,20,0.139083928360277
Salthe,-7,8,7,0.159789589206889
Sam & Max Save the World Remastered,18,7,17,0.137274570676465
Sam & Max: Beyond Time and Space,15,14,21,0.130333916675608
Sam & Max: Save the World,6,2,5,0.112107617698791
Sam & Max: Season One,7,5,9,0.184870532007567
"Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone",3,4,8,0.126919780433573
"Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak",6,2,6,7.14539218767141e-02
"Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!",-10,10,6,0.185909036952326
"Sam & Max: The Devil's Playhouse - Episode 4: Beyond the Alley of the Dolls",3,2,4,9.08299757588196e-02
"Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep",-10,7,3,0.118869466143534
Samael the Legacy of Ophiuchus,-4,5,5,0.131477497207883
Samba de Amigo,6,9,10,0.114426962526671
Samsara,-4,6,4,0.140156684188577
Samsara Room,8,3,6,0.140130254491154
Samsara: Deluxe Edition,5,7,12,0.157323113850129
Samurai Aces for Nintendo Switch,-5,16,13,0.22513054992396
Samurai Champloo: Sidetracked,11,3,8,0.109440674757929
Samurai Defender,-1,3,3,9.08367719933833e-02
Samurai Defender: Ninja Warfare,-14,8,3,0.137223401374044
Samurai G,-6,5,2,0.10486376262707
Samurai Jack: Battle Through Time,6,30,30,0.173914180283899
Samurai Jack: The Amulet of Time,6,4,7,9.50482205426618e-02
Samurai Jack: The Shadow of Aku,6,8,12,0.152239182947995
Samurai Shodown,-13,24,17,0.116576025395534
Samurai Shodown Anthology,1,12,13,0.132955184906869
Samurai Shodown II,6,4,7,0.148318486200638
Samurai Shodown NeoGeo Collection,17,20,30,0.175403223470843
Samurai Shodown Sen,-13,9,4,0.141468055592712
Samurai Shodown V,-2,3,3,0.101071720548981
Samurai Shodown V Special,0,6,7,0.148337214727406
Samurai Shodown! 2,8,3,5,0.131449322451917
Samurai Shodown: Special Edition,11,4,10,0.164600456269801
Samurai Sword Destiny,-18,10,3,0.158421414027733
Samurai Warriors,-33,18,5,0.147516689435908
Samurai Warriors 2,-8,10,7,0.103615169218997
Samurai Warriors 2 Empires,-13,9,3,0.132874553254169
Samurai Warriors 2: Empires,-5,5,3,0.106728785546688
Samurai Warriors 2: Xtreme Legends,-7,6,5,9.40065832083957e-02
Samurai Warriors 3,5,5,9,0.173929711291004
Samurai Warriors 4,1,7,7,0.169362153934906
Samurai Warriors 4 Empires,-10,9,6,0.170473422275352
Samurai Warriors 4-II,-1,4,4,0.12379018821474
Samurai Warriors Chronicles,-10,8,3,0.158530484821661
Samurai Warriors Chronicles 3,0,4,4,9.08286996560125e-02
Samurai Warriors: Katana,-3,4,3,8.05088810604256e-02
Samurai Warriors: Spirit of Sanada,4,4,5,0.148328891229673
Samurai Warriors: State of War,-4,4,3,0.108560351665688
Samurai Warriors: Xtreme Legends,-6,6,3,0.118911005293413
Samurai Western,-4,7,6,0.161030224050964
San Francisco Rush 2049,-6,7,5,0.108554664211449
Sanatory Hallways,-6,9,9,0.18803696933337
Sanctum 2,-12,14,12,0.138723110631305
Sandy Beach,-6,4,1,8.86170990538679e-02
Sanic The Hawtdawg: Da Movie: Da Game 2.1: Electric Boogaloo 2.2 Version 4: The Squeakquel: VHS Edition: Directors cut: Special edition: The Musical &,-5,7,5,0.132958153565089
Sanity of Morris,-23,19,11,0.131932355878506
Sanrio Characters Picross,-5,6,4,0.120558915605004
Santa Factory,-3,4,3,8.63957746620278e-02
"Santa's Xmas Adventure",-2,4,3,9.29719498609099e-02
Sarawak,8,3,8,0.150930138446034
Sasuke vs. Commander,-13,9,3,0.14691807236339
Saturday Morning RPG,5,10,13,0.11499852085963
Saturday Night Speedway,-4,5,6,9.90991220357188e-02
Sausage Sports Club,0,11,13,0.207899023396631
Savage Halloween,-30,21,10,0.166906085447208
Savage Moon,-11,8,2,0.135826762526285
Savage Moon: The Hera Campaign,-7,8,5,0.157311341619129
Savage Skies,0,3,3,8.40992957881507e-02
Savage Vessels,-21,22,14,0.263590731102968
Save Farty,-3,6,5,0.126919780433573
Save Koch,6,2,6,0.101047286432693
Save Your Nuts,10,2,8,0.115516645399496
Save me Mr Tako: Definitive Edition,12,6,13,0.172743311723205
Save me Mr Tako: Tasukete Tako-San,5,10,10,0.203109598754747
Save the Furries,4,5,8,0.134432834117803
Save the Ninja Clan,4,19,22,0.165823503248221
Saviors of Sapphire Wings & Stranger of Sword City Revisited,-16,20,13,0.166980489298914
Saw,-2,11,9,0.144294499084093
Saw II: Flesh & Blood,1,8,10,0.112993763430779
Say No! More,0,9,11,0.131473973157263
Saya no Uta ~ The Song of Saya,-19,15,8,0.208708451348131
Sayonara Wild Hearts,25,24,32,0.151186395078612
Scaler,18,11,20,0.137295364416571
Scalextric,-8,7,4,0.137297609618157
Scarface: Money. Power. Respect.,-10,7,3,0.128403714245096
Scarface: The World Is Yours,-4,14,12,0.118917636937746
Scarlet Hollow,-6,10,9,0.192170786202977
Scarlet Hood and the Wicked Wood,13,8,14,0.208779427291242
Scarlett Mysteries: Cursed Child,-9,7,4,0.146964285236605
Scarygirl,7,7,12,0.132211726013223
Scarygirl Illustration Kit,-9,6,3,0.144265888269578
Scene It? Box Office Smash,3,4,5,0.129978787816329
Scene It? Bright Lights! Big Screen!,-12,14,10,0.11326868642749
"Scene It? Lights, Camera, Action",4,4,7,0.122183339377189
Scene It? Movie Night,0,6,6,9.91022360590682e-02
Scene It? Twilight,-2,5,4,0.11893176942773
Schacht,-6,7,6,0.137313345605099
Scheming Through The Zombie Apocalypse: The Beginning,-13,15,12,0.125861116037382
Schizoid,-4,6,5,0.134432834117803
"Schrodinger's Cat and the Raiders of the Lost Quark",-5,8,6,9.60781641148435e-02
Science Papa,-2,3,2,8.86449594959785e-02
Scintillatron 4096,-13,9,4,0.152173023958802
"Scooby Doo!  Who's Watching Who?",14,2,7,0.150862636093704
Scooby-Doo,-8,6,2,0.112088343157051
Scooby-Doo 2: Monsters Unleashed,-6,7,5,0.150944453246036
Scooby-Doo and the Cyber Chase,-1,4,5,0.102999432022053
Scooby-Doo! Classic Creep Capers,-8,7,3,0.140130254491154
Scooby-Doo! First Frights,12,6,11,0.140131907683088
Scooby-Doo! Mystery Mayhem,7,12,19,0.116129803651189
Scooby-Doo! Night of 100 Frights,-2,12,11,0.134424157690643
Scooby-Doo! Unmasked,-3,13,12,7.06688031435004e-02
Scooby-Doo! and the Spooky Swamp,1,4,6,0.141559663745066
Scooby-Doo: Mystery Mayhem,-4,3,1,7.92740035289418e-02
Score Rush Extended,7,3,5,0.141533496037634
Scott Pilgrim vs. the World: The Game,1,5,6,0.10008815954206
Scott Pilgrim vs. the World: The Game - Complete Edition,22,22,36,0.168159936843477
Scourge: Outbreak,0,7,7,0.163459649377024
ScourgeBringer,-48,55,40,0.186305233980022
Scrabble,-1,13,14,0.124827952346449
Scrabble Blast!,-8,6,3,8.63810373358735e-02
Scram Kitty DX,-2,5,4,0.11893176942773
Scram Kitty and His Buddy on Rails,5,4,6,0.135881290898835
Scramble,-3,6,4,0.123785201249627
Scrap,1,4,5,0.129983537157721
Scrap Metal,-7,4,1,9.90738132958892e-02
Scrap Rush!!,5,3,6,0.132958153565089
Scraper: First Strike,-14,9,2,0.131371810716266
Scraper: Gauntlet,-21,13,5,0.180402069082622
Scrapland,-2,7,7,0.175064881498329
ScreamRide,3,5,7,0.13589037683366
Screencheat,6,6,12,9.00985789281684e-02
Screencheat: Unplugged,10,4,10,0.15349333986854
Screwjumper!,2,2,4,5.9460044131941e-02
Scribble,5,5,8,0.129969288612895
Scribblenauts Mega Pack,12,16,22,0.141994780179248
Scribblenauts Showdown,-11,16,14,9.82966305740437e-02
Scribblenauts Unlimited,4,6,8,0.106733483494897
Scribblenauts Unmasked: A DC Comics Adventure,-4,7,8,0.12377615996515
Scurge: Hive,1,3,4,0.113870307137344
Sea King Hunter,-12,7,1,0.11548724947061
Sea Life Safari,-3,3,2,8.17213268526399e-02
Sea Monsters: A Prehistoric Adventure,0,10,12,0.134428813403635
Sea Salt,-24,31,22,0.176505509967508
Sea Trader: Rise of Taipan,-4,5,5,0.118923983302215
"Sea World: Shamu's Deep Sea Adventures",-1,7,7,0.1039391164859
Sea of Solitude,-22,30,23,0.201453612585166
"Sea of Solitude: The Director's Cut",0,8,7,0.17051868174821
Sea of Thieves,-24,22,9,0.159728015599353
SeaBed,-4,7,4,0.134432834117803
SeaBlade,-1,4,5,0.117270207062361
Seaman,1,3,3,0.106746136294301
Seasons After Fall,10,8,13,0.213457571093376
Seasons after Fall,1,2,3,8.17288805281595e-02
Sebastien Loeb Rally Evo,-14,12,6,0.128421745111979
Second Sight,-5,13,11,9.66880393889838e-02
Secret Agent Barbie: Royal Jewels Mission,4,4,7,0.122183339377189
Secret Agent Clank,5,6,10,8.48607813915921e-02
Secret Agent Files: Miami,-22,13,4,0.181469550048767
Secret Empires of the Ancient World,-4,4,3,0.108560351665688
Secret Files 2: Puritas Cordis,-1,9,9,0.114718964003024
Secret Files: Tunguska,-5,10,9,0.126132730844043
Secret Journeys: Cities of the World,6,3,5,0.128442169985475
Secret Mysteries in New York,-7,7,4,0.117238618063623
Secret Neighbor,-9,7,3,0.10763807027691
Secret Ponchos,-1,6,6,0.138756202681971
Secret Service,-40,28,11,0.155131559807622
Secret Weapons Over Normandy,-7,12,8,0.127676897332159
Secret of Mana,1,8,10,0.121374796447336
Section 8,-10,17,14,0.157307661989968
Section 8: Prejudice,-3,5,5,8.75227416882642e-02
Seeds of Resilience,-18,11,3,0.174923774086937
Seek Hearts,-8,12,8,0.141537584043472
Seek and Destroy,8,3,6,0.140130254491154
Seers Isle,5,9,14,0.206942548404396
Sega 3D Classics Collection,5,4,5,0.157323113850129
Sega Ages - Columns II: The Voyage Through Time,8,4,7,0.150930138446034
Sega Ages - Lightening Force: Quest for the Darkstar,-7,6,4,0.123760263409787
Sega Ages: Alex Kidd in Miracle World,3,3,4,9.91049631962976e-02
Sega Ages: Fantasy Zone,-3,7,6,0.15225413694665
Sega Ages: G-LOC Air Battle,2,2,4,5.9460044131941e-02
Sega Ages: Gain Ground,7,5,9,0.16700382232031
Sega Ages: Herzog Zwei,1,12,15,0.212571131954186
Sega Ages: Ichidant-R,3,3,5,8.75227416882642e-02
Sega Ages: OutRun,5,4,6,0.138742855070918
Sega Ages: Phantasy Star,-8,8,4,0.128425347015969
Sega Ages: Puyo Puyo,11,4,10,0.149593390572081
Sega Ages: Puyo Puyo 2,13,3,8,0.159731628275222
Sega Ages: Shinobi,0,7,8,0.161037891061588
Sega Ages: Sonic the Hedgehog,9,2,6,0.123740309519328
Sega Ages: Sonic the Hedgehog 2,-2,6,5,0.148335133896759
Sega Ages: Space Harrier,7,5,8,0.144283003564283
Sega Ages: Thunder Force AC,11,4,8,0.154757525621997
Sega Ages: Virtua Racing,13,5,10,0.166948366036153
Sega Ages: Wonder Boy in Monster Land,2,5,7,0.128461393538675
Sega Arcade Gallery,5,2,4,7.54676253143835e-02
Sega Bass Fishing,1,5,6,9.19034230581849e-02
Sega Bass Fishing 2,-8,5,1,9.70586328159903e-02
Sega Bass Fishing Duel,-4,5,3,0.112121383199966
Sega Classics Collection,-16,8,2,0.158454532740793
Sega GT,-3,4,3,9.91049631962976e-02
Sega GT 2002,1,2,3,5.77857033358591e-02
Sega GT Online,-1,4,4,8.75245046513211e-02
Sega Genesis Classics,-15,24,18,0.15308385189146
Sega Genesis Collection,20,6,16,0.137263891963754
Sega Marine Fishing,1,3,4,9.91111920015578e-02
Sega Rally Championship,-6,5,3,0.13146575846004
Sega Rally Revo,3,10,11,7.54688176967955e-02
Sega Smash Pack,0,3,3,9.71095021238936e-02
Sega Smash Pack Volume 1,7,4,6,0.152233862751421
Sega Soccer Slam,5,10,16,9.02806655003329e-02
Sega Sports Tennis,-2,2,1,4.85483930232866e-02
Sega SuperStars,3,4,5,0.147002084963369
Sega Superstars Tennis,-1,13,14,8.17160458073712e-02
Sega Vintage Collection: Alex Kidd & Co.,8,3,9,0.11889283370113
Sega Vintage Collection: Golden Axe,4,4,6,0.128454185043357
Sega Vintage Collection: Monster World,-4,5,4,0.108560351665688
Sega Vintage Collection: Streets of Rage,8,4,6,0.148303917933557
Sega Vintage Collection: ToeJam & Earl,1,2,2,6.42252891419922e-02
Sekiro: Shadows Die Twice,-15,22,16,0.190604190362202
Self-Defense Training Camp,-6,6,2,0.101047286432693
Selma and the Wisp,-3,10,11,0.144972875578932
Semblance,-2,7,8,9.15433528594836e-02
Semispheres,14,10,17,0.152218910744043
Sengoku Basara: Samurai Heroes,-1,5,5,8.52507406817256e-02
Senko no Ronde 2,2,6,6,0.163457761056319
Senran Kagura 2: Deep Crimson,7,3,8,0.149630526134618
Senran Kagura Burst,-9,10,6,0.180555990683357
Senran Kagura Burst Re:Newal,6,3,6,0.125345667710064
Senran Kagura Reflexions,0,9,9,0.175066644621239
Senran Kagura: Estival Versus,4,4,5,0.134432834117803
Senran Kagura: Peach Ball,-18,24,17,0.17275448280535
Senran Kagura: Peach Beach Splash,-1,6,7,0.129983537157721
Senren * Banka,-7,7,5,0.162229983159101
Sense: A Cyberpunk Ghost Story,-8,17,15,0.177272506045002
Sensible World of Soccer,-2,2,1,4.85483930232866e-02
Sensorium,-10,10,7,0.168152707636168
Sentinels of Freedom,38,16,33,0.185859604958915
Separation,-9,8,5,0.154777469244699
Sephirothic Stories,-23,17,9,0.156629265093912
Seraph,3,6,8,0.149651153020862
Serial Cleaner,-16,19,13,0.115555718518128
Serious Sam,4,2,4,0.101062558447657
Serious Sam 3: BFE,-1,6,5,0.141559663745066
Serious Sam 4,-7,6,3,0.126895458611235
Serious Sam Advance,-19,9,1,0.10387229107701
Serious Sam Collection,-12,29,22,0.173534057909571
Serious Sam Double D XXL,-2,6,6,0.128461393538675
Serious Sam HD: The First Encounter,-4,6,4,0.128454185043357
Serious Sam HD: The Second Encounter,2,4,5,0.122190917813504
Serious Sam II,0,6,6,0.142941316767731
Serious Sam: Next Encounter,-10,11,8,0.102340623364852
Sesame Street: Once Upon a Monster,0,4,4,0.131486887451598
Sesame Street: Once Upon a Monster - Unidentified Furry Objects,-9,7,4,0.152217641450976
Session.,-2,8,7,0.120562433714273
Seven Days,-8,9,8,0.190103748460068
Seven Doors,-15,8,2,0.149539734034334
Seven Knights -Time Wanderer-,12,7,12,0.179437497741659
Seven Samurai 20XX,1,5,5,0.135894919573265
Severed,-24,20,9,0.129424238228119
Sexy Poker,10,7,10,0.192145085472486
"Shachibato! President, It's Time for Battle! Maju Wars",-4,7,5,0.140156684188577
Shadow Archer,10,5,9,0.165799512871657
Shadow Assault -Tenchu-,-5,5,3,0.106728785546688
Shadow Blade: Reload,10,10,14,0.149628205077427
Shadow Bug,9,5,9,0.152217641450976
Shadow Complex,-1,5,5,0.120574276200792
Shadow Complex Remastered,-2,9,11,0.131473386344319
Shadow Empire,3,4,6,0.13589037683366
Shadow Fencer Theatre,-12,18,16,0.178368454354649
Shadow Fight 2,1,10,13,0.203118716655567
Shadow Gangs,-3,22,20,0.160609200030244
Shadow Hearts,1,4,5,0.129983537157721
Shadow Hearts: Covenant,9,4,8,0.146964285236605
Shadow Hearts: From the New World,1,3,4,9.91111920015578e-02
Shadow Legend VR,-2,9,9,0.175064881498329
Shadow Man: 2econd Coming,-4,4,3,6.57322919179167e-02
Shadow Man: Remastered,-8,12,9,0.234520672828793
Shadow Ops: Red Mercury,11,2,8,0.1204974536407
Shadow Puppeteer,-11,8,5,0.166970550760074
Shadow Tactics: Blades of the Shogun,-1,11,15,0.121640325846438
Shadow Warrior,-5,10,10,0.139445749089968
Shadow Warrior 2,4,8,11,0.128448776400351
Shadow of Destiny,-1,10,12,0.142238331683483
Shadow of Loot Box,-25,32,22,0.183415492625999
Shadow of Rome,3,3,5,9.50575568444909e-02
Shadow of the Beast,-6,11,11,0.217130654421518
Shadow of the Colossus,-13,15,10,0.131955743187384
Shadow of the Tomb Raider,5,19,19,0.187507658633758
Shadow of the Tomb Raider: Mother Protector,-2,4,3,0.104887307676511
Shadow of the Tomb Raider: The Forge,1,11,13,0.142238331683483
Shadow of the Tomb Raider: The Grand Caiman,-15,14,8,0.143582562578395
Shadow of the Tomb Raider: The Nightmare,-23,16,7,0.147589890541747
Shadow of the Tomb Raider: The Pillar,-24,16,6,0.13580035592418
Shadow of the Tomb Raider: The Price of Survival,-6,12,9,0.131468691746471
"Shadow of the Tomb Raider: The Serpent's Heart",-12,14,11,0.150929627881049
Shadow the Hedgehog,3,8,10,6.91303997263125e-02
ShadowPlay,5,3,6,0.113854042080475
Shadowgate,4,13,13,0.154800647881709
Shadowrun,0,4,4,0.115583426524869
Shadows 2: Perfidia,-10,7,3,0.1428873224482
Shadows and Dust,-17,12,5,0.176058671022681
Shadows of Adam,7,3,5,0.138729506175648
Shadows of the Damned,1,8,9,0.107652404484164
Shadows: Awakening,4,11,13,0.148320564812218
Shadwen,-8,7,5,0.142906762753382
Shady Part of Me,-19,25,20,0.139781592040293
Shakedown Hawaii,-25,33,24,0.137583748019931
Shakes on a Plane,-11,17,13,0.175596319494268
Shalnor Legends: Sacred Lands,-3,11,12,0.136601734570125
"Shaman King: Legacy of the Spirits, Soaring Hawk",9,3,7,0.135849485341398
"Shaman King: Legacy of the Spirits, Sprinting Wolf",9,3,7,0.135849485341398
Shaman King: Master of Spirits,1,2,3,5.77857033358591e-02
Shaman King: Master of Spirits 2,3,6,9,0.154813361291154
Shaman King: Power of Spirit,4,4,6,0.128454185043357
Shanghai Mahjong,-4,3,1,7.92740035289418e-02
Shanghai Refresh,-3,7,6,0.15225413694665
Shank,-10,10,6,0.120547074627162
Shank 2,-8,14,16,0.162229743696042
"Shank n' Bake",-12,17,11,0.234494348515627
Shanky: The Vegan`s Nightmare,-13,7,3,0.152173023958802
Shantae,6,6,9,0.150944453246036
"Shantae and the Pirate's Curse",2,32,34,0.154539472005376
Shantae and the Seven Sirens,2,27,30,0.169337545986427
Shantae: Half-Genie Hero,35,22,39,0.170746727594876
Shantae: Half-Genie Hero - Ultimate Edition,8,13,18,0.141074470169876
"Shantae: Risky's Revenge - Director's Cut",-22,34,24,0.12586026499766
Shaolin vs Wutang,4,3,4,0.122183339377189
Shape Up,0,2,2,5.60606905184937e-02
Shape of the World,-4,7,6,7.7608203733459e-02
Shapes of Gray,-3,6,5,0.126919780433573
Shapik: the moon quest,7,7,11,0.191140465248593
Shaq Fu: A Legend Reborn,-6,18,19,0.158556440790345
Shard,-6,6,4,0.128442169985475
Shark Tale,31,18,31,0.161290106051632
Shatter,4,6,8,0.156073776862456
Shattered - Tale of the Forgotten King,3,4,6,0.13589037683366
Shattered Union,-1,7,7,0.147006284333044
"Shaun Palmer's Pro Snowboarder",-6,11,9,0.128445773204789
Shaun White Skateboarding,-1,15,15,0.130970665864409
Shaun White Snowboarding,-15,22,17,0.111757654633403
Shaun White Snowboarding: Road Trip,2,4,5,0.122190917813504
Shaun White Snowboarding: World Stage,10,3,8,0.13727737498446
She Remembered Caterpillars,4,6,8,0.165838603140811
She Sees Red,2,15,19,0.146541230952535
She Wants Me Dead,-15,11,8,0.225061987601884
She Will Punish Them,-9,7,4,0.141516048211199
Sheep,6,3,7,0.118911005293413
ShellShock 2: Blood Trails,-10,12,8,0.128436162507092
"ShellShock: Nam '67",-12,15,12,0.16222023215801
Shelter 3,-15,10,5,0.189001747458295
Shelter Generations,-20,13,5,0.187887533564115
Sheltered,-27,27,17,0.168528339612827
Shenmue I & II,2,16,21,0.145644943031874
Shenmue II,0,6,6,9.91022360590682e-02
Shenmue III,-10,18,15,0.127416748639616
Shenmue III: Battle Rally,-9,10,7,0.114705512873803
Shephy,6,6,9,0.16102063977431
Sherlock Holmes vs. Jack the Ripper,1,3,3,0.106746136294301
Sherlock Holmes: Crimes & Punishments,6,7,10,9.84329800160231e-02
"Sherlock Holmes: The Devil's Daughter",-18,15,8,0.1509066235497
Shift 2: Unleashed,-1,13,15,0.107190149526116
Shift 2: Unleashed - Speedhunters,-7,10,9,0.116410649077447
Shift DX,-3,4,2,0.106740353025139
Shift Extended,2,7,7,0.165844186712832
Shift Happens,3,19,21,0.148758038430812
Shift Quantum,-5,15,17,0.119466277891332
Shifters,-14,8,1,8.40460680423247e-02
Shifting World,-3,8,7,0.154813361291154
Shiftlings,-8,19,15,0.136354653173547
Shiftlings: Enhanced Edition,-4,6,6,0.142932679047279
Shikhondo: Soul Eater,-1,15,17,0.12377453190653
Shimano Xtreme Fishing,-6,5,2,9.29453864461217e-02
Shin Megami Tensei IV,1,2,3,8.17288805281595e-02
Shin Megami Tensei IV: Apocalypse,-8,8,3,0.17726902571288
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,2,6,8,0.108560349710999
Shin Megami Tensei: Devil Summoner - Soul Hackers,-4,7,7,0.142932679047279
Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,-8,6,3,0.122153020930226
Shin Megami Tensei: Devil Survivor 2 Record Breaker,-12,7,2,0.122102473456023
Shin Megami Tensei: Devil Survivor Overclocked,-22,10,1,0.160805802267329
Shin Megami Tensei: Digital Devil Saga,4,4,6,0.128454185043357
Shin Megami Tensei: Digital Devil Saga 2,16,7,13,0.21705245499461
Shin Megami Tensei: Nocturne,2,7,9,0.156079709760292
Shin Megami Tensei: Persona,3,5,7,0.13589037683366
Shin Megami Tensei: Persona 2 - Innocent Sin,6,2,5,0.108546134565918
Shin Megami Tensei: Persona 3,-3,7,7,0.13589037683366
Shin Megami Tensei: Persona 3 FES,-5,5,3,0.106728785546688
Shin Megami Tensei: Persona 3 Portable,-12,7,2,0.150889231534386
Shin Megami Tensei: Persona 4,1,4,5,0.117270207062361
Shin Megami Tensei: Strange Journey Redux,-3,4,3,0.102993438368837
Shiness: The Lightning Kingdom,-14,14,9,0.153503898698956
Shing!,-5,39,39,0.172552532049482
Shining Force EXA,-8,7,3,8.86258074090039e-02
Shining Force Neo,2,5,4,0.125365366082513
Shining Force: Resurrection of the Dark Dragon,3,4,5,0.126919780433573
Shining Resonance Refrain,-4,28,30,0.185925451631373
Shining Soul,-3,5,5,8.75227416882642e-02
Shining Soul II,0,6,6,0.140165492980251
Shining Tears,1,3,3,7.54737588574841e-02
Shinobi,3,15,15,0.145194429109648
Shinsekai: Into the Depths,-8,10,7,0.150930138446034
Shiny,-3,10,8,0.122981229211942
Shiny The Firefly,-7,5,2,0.113837774699667
Shio,4,10,14,0.137317839062538
Ships,-13,9,2,0.126822465157808
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,12,10,14,0.213441664355903
Shiren the Wanderer,-9,10,7,0.195195922318883
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,-22,15,7,0.191990808840896
ShockRods,-14,9,3,0.150862636093704
Shoot 1UP DX,-10,19,15,0.141997436275412
Shoot Many Robots,0,8,7,0.158579152919506
Shootanto: Evolutionary Mayhem,-8,8,5,0.13440527887685
"Shooting Love, 200X",-8,5,1,9.70586328159903e-02
Shooty Fruity,9,5,10,0.164619207425432
Shooty Skies Overdrive,-6,7,5,0.153525511178568
Shop Titans,-5,7,4,0.144295838703067
Shoppe Keep,5,15,17,0.176721874055113
"Short Peace: Ranko Tsukigime's Longest Day",-4,4,3,9.29619894698597e-02
Shotest Shogi,8,4,7,0.148303917933557
Shotgun Witch,-12,9,3,0.140086193914511
Shovel Knight,2,15,15,0.107097372800238
Shovel Knight Showdown,0,13,15,0.157319922589627
Shovel Knight: King of Cards,-8,12,10,9.60752530595322e-02
Shovel Knight: Plague of Shadows,10,17,24,0.125345666936244
Shovel Knight: Shovel of Hope,9,10,16,0.221592898637257
Shovel Knight: Specter of Torment,-10,9,5,9.57297680926561e-02
Shovel Knight: Treasure Trove,21,13,23,0.185357423633044
Showdown: Legends of Wrestling,-12,10,6,0.108535473451659
Showtime Championship Boxing,-4,7,5,0.142932679047279
Shox,-1,4,4,0.106746136294301
Shred It!,-2,5,5,0.158577206482372
Shred Nebula,-6,4,2,0.101047286432693
Shred! 2 - ft Sam Pilgrim,-41,26,10,0.18522834883587
Shrek,1,5,6,0.141559663745066
Shrek 2,9,17,20,0.134053523935427
Shrek Extra Large,-9,7,4,0.109447724054059
"Shrek Smash n' Crash Racing",-20,13,6,0.114399692075214
Shrek SuperSlam,7,18,21,0.142574630081885
Shrek Swamp Kart Speedway,0,3,3,6.86600431991963e-02
Shrek the Third,13,9,14,0.121628486699741
"Shrek's Carnival Craze",0,4,4,7.92817888472546e-02
Shrek-N-Roll,-2,4,3,0.104887307676511
Shrek: Hassle at the Castle,-1,3,2,0.120574276200792
"Shrek: Reekin' Havoc",-11,6,1,8.04820446062524e-02
Shrek: Super Party,-17,21,15,0.153933269533084
Shu,0,12,15,0.163443594802573
Shut Eye,-12,6,1,0.125279162836342
Shut the Box,-6,6,3,0.118911005293413
Shutshimi,-10,7,2,8.40680960609733e-02
Shuttle Rush,-2,4,4,0.13148453995354
SiNG Party,3,5,8,0.144304394828022
SiNKR,-9,9,6,0.164619207425432
SiNKR 2,11,5,10,0.164600456269801
"Sid Meier's Civilization Revolution",-10,12,9,0.125340127589673
"Sid Meier's Civilization VI",-23,26,20,0.157285945973557
"Sid Meier's Civilization VI: Maya & Gran Colombia Pack",6,6,12,0.17948393624081
"Sid Meier's Civlization VI: Byzantium & Gaul Pack",-3,10,9,0.182749643602979
"Sid Meier's Pirates!",-1,10,13,8.8079614231476e-02
Sideway: New York,9,3,8,0.141516048211199
Siege Survival: Gloria Victis,-2,2,1,6.86622922458912e-02
Siege of Centauri,-13,10,5,0.164577952062983
Siegecraft Commander,-16,24,18,0.154359835032582
