Game,StdDev_Sentiment,TotalNegative,TotalPositive,StdDev_ContainWord
DarkStar One: Broken Alliance,0,4,4,7.92817888472546e-02
Darkened Skye,-8,8,4,9.70872507057596e-02
Darkest Dungeon,0,12,12,7.92765983802061e-02
Darkest Dungeon: Crimson Edition,-4,6,4,8.86362530225011e-02
Darkest Dungeon: The Crimson Court,0,4,4,7.92817888472546e-02
Darkest Hunters,0,4,4,7.92817888472546e-02
Darkest of Days,4,8,10,0.134426517731631
Darkestville Castle,-2,14,12,8.00980324685045e-02
Darknet,0,10,10,0.118922683270882
Darksburg,-8,10,8,0.12217133885274
Darksiders,-4,28,34,0.173914734743846
Darksiders Genesis,-18,32,26,0.115984283159071
Darksiders II,40,16,32,0.125319953344806
Darksiders II: Abyssal Forge,0,4,4,7.92817888472546e-02
"Darksiders II: Argul's Tomb",0,4,4,7.92817888472546e-02
Darksiders II: Deathinitive Edition,0,12,12,7.92765983802061e-02
Darksiders III,0,8,8,7.92778959013954e-02
Darksiders III: Keepers of the Void,0,12,12,7.92765983802061e-02
Darksiders III: The Crucible,0,4,4,7.92817888472546e-02
Darksiders: Warmastered Edition,-28,30,20,0.109445301785818
Darkstalkers Chronicle: The Chaos Tower,4,4,8,8.40873658436049e-02
Darkstalkers Resurrection,0,8,8,7.92778959013954e-02
Darkstone,0,4,4,7.92817888472546e-02
Darkwatch,24,8,18,0.110324991371099
Darkwood,-12,22,18,0.123237976762178
Dart Rage,0,4,4,7.92817888472546e-02
Darts,0,4,4,7.92817888472546e-02
Darts Up,0,4,4,7.92817888472546e-02
Darts Up 3D,4,8,12,0.115569403984519
Darwin Project,-2,18,20,9.90956614815933e-02
Darwinia+,8,4,8,0.101052632350452
Dash of Destruction,0,4,4,7.92817888472546e-02
Dat Gaem,-4,6,4,8.86362530225011e-02
Data East Arcade Classics,-2,8,8,0.106735651971111
Date-A-Live: Rio Reincarnation,6,8,10,8.97345507848404e-02
Datura,0,4,4,7.92817888472546e-02
Dauntless,-4,22,20,0.117808397413646
Dave Mirra BMX Challenge,-2,16,14,0.112988215137661
Dave Mirra Freestyle BMX,38,8,26,0.122919975323056
Dave Mirra Freestyle BMX 2,8,36,44,0.126126651951551
Dave Mirra Freestyle BMX 3,0,6,6,9.7099964285426e-02
Dave Mirra Freestyle BMX: Maximum Remix,16,6,14,0.131436411847117
David Beckham Soccer,8,4,8,9.70872507057596e-02
Davis Cup Tennis,0,4,4,7.92817888472546e-02
Dawn of Discovery,-2,8,8,0.120562433714273
Dawn of Fear,12,10,16,0.145630876058639
Dawn of Man,0,4,4,7.92817888472546e-02
Dawn of Mana,-16,10,6,0.134392077945828
Dawn of Survivors,0,4,4,7.92817888472546e-02
Daxter,18,6,14,0.146949850793194
Day and Night,0,4,4,7.92817888472546e-02
Day of the Tentacle Remastered,0,8,8,7.92778959013954e-02
DayD: Through time,0,4,4,7.92817888472546e-02
DayZ,0,8,8,7.92778959013954e-02
Daydreamer: Awakened Edition,0,4,4,7.92817888472546e-02
Daylight,-14,14,10,0.149615829820078
Daymare: 1998,-12,18,12,8.86304501318587e-02
Days Gone,0,8,8,7.92778959013954e-02
Days of Heroes: D-Day,-4,6,4,8.86362530225011e-02
Days of Thunder: Arcade,0,4,4,7.92817888472546e-02
Daytona USA,12,12,18,9.00956296629119e-02
De Blob,2,12,14,0.116412885271835
De Mambo,0,4,4,7.92817888472546e-02
De-formers,4,20,24,0.12844427102031
De: Yabatanien,0,4,4,7.92817888472546e-02
DeLight,0,4,4,7.92817888472546e-02
Dead Age,0,4,4,7.92817888472546e-02
Dead Age 2,-4,6,4,8.86362530225011e-02
Dead Ahead: Zombie Warfare,0,4,4,7.92817888472546e-02
Dead Alliance,0,8,8,7.92778959013954e-02
Dead Block,8,8,12,8.86319007476699e-02
Dead Cells,0,12,12,7.92765983802061e-02
"Dead Cells - The Prisoner's Edition",0,4,4,7.92817888472546e-02
Dead Cells: Fatal Falls,-4,18,16,8.17155424893264e-02
Dead Cells: The Bad Seed,-18,24,16,9.13567432323517e-02
Dead Dungeon,28,10,22,0.177194151243518
Dead Dust,0,4,4,7.92817888472546e-02
Dead Effect 2,-4,10,8,8.40859892616487e-02
Dead End Job,0,12,12,7.92765983802061e-02
Dead Exit,0,4,4,7.92817888472546e-02
Dead Head Fred,0,4,4,7.92817888472546e-02
Dead In Vinland: True Viking Edition,0,4,4,7.92817888472546e-02
Dead Island,-4,10,8,8.40859892616487e-02
Dead Island: Bloodbath Arena,0,4,4,7.92817888472546e-02
Dead Island: Definitive Collection,0,8,8,7.92778959013954e-02
Dead Island: Retro Revenge,-10,14,10,0.102022261068203
Dead Island: Riptide,0,8,8,7.92778959013954e-02
Dead Island: Riptide - Definitive Edition,0,4,4,7.92817888472546e-02
Dead Island: Ryder White,-44,40,22,0.154734727489001
Dead Land,0,6,6,9.7099964285426e-02
"Dead Man's Hand",6,4,6,9.90952293689209e-02
Dead Nation,0,4,4,7.92817888472546e-02
Dead Nation: Apocalypse Edition,0,4,4,7.92817888472546e-02
Dead Nation: Road of Devastation,0,4,4,7.92817888472546e-02
Dead Rising,-8,26,24,0.133441371771527
Dead Rising 2,-10,24,20,9.13596984872073e-02
Dead Rising 2: Case West,-10,12,8,0.135867944997816
Dead Rising 2: Case Zero,0,4,4,7.92817888472546e-02
Dead Rising 2: Off the Record,-4,18,16,8.17155424893264e-02
Dead Rising 2: Off the Record - Cyborg Skills Pack,0,4,4,7.92817888472546e-02
Dead Rising 3,0,4,4,7.92817888472546e-02
Dead Rising 3: Chaos Rising,16,10,16,0.156034716192962
Dead Rising 3: Fallen Angel,8,10,16,0.137311096834284
Dead Rising 3: Operation Broken Eagle,-4,6,4,8.86362530225011e-02
Dead Rising 3: The Last Agent,0,4,4,7.92817888472546e-02
Dead Rising 4,0,4,4,7.92817888472546e-02
Dead Rising 4: Frank Rising,0,4,4,7.92817888472546e-02
"Dead Rising 4: Frank's Big Package",0,4,4,7.92817888472546e-02
Dead Rising 4: Super Ultra Dead Rising 4 Mini Golf,0,4,4,7.92817888472546e-02
Dead Rising Triple Pack,0,8,8,7.92778959013954e-02
Dead Rising: Chop Till You Drop,0,4,4,7.92817888472546e-02
Dead Secret,0,4,4,7.92817888472546e-02
Dead Space,20,10,22,0.108537962555733
Dead Space 2,-6,14,10,0.102025285574284
Dead Space 2: Severed,8,16,22,0.125346897860838
Dead Space 3,0,8,8,7.92778959013954e-02
Dead Space 3: Awakened,0,8,8,7.92778959013954e-02
Dead Space Ignition,0,8,8,7.92778959013954e-02
Dead Space: Extraction,-4,10,8,8.40859892616487e-02
Dead Star,0,4,4,7.92817888472546e-02
Dead Synchronicity: Tomorrow Comes Today,20,12,24,0.117237140271534
Dead Z Meat,0,4,4,7.92817888472546e-02
Dead by Daylight,-12,24,26,0.123237976762178
Dead by Daylight: Chains of Hate,-4,6,4,8.86362530225011e-02
Dead by Daylight: Shattered Bloodline,0,4,4,7.92817888472546e-02
Dead by Daylight: Silent Hill,0,4,4,7.92817888472546e-02
Dead by Daylight: Special Edition,-22,14,8,0.157260572404472
Dead or Alive,14,4,12,0.106700951063307
Dead or Alive 3,6,10,14,0.159793208837956
Dead or Alive 4,0,4,4,7.92817888472546e-02
Dead or Alive 5,38,22,44,0.17556133480867
Dead or Alive 5 Last Round,-4,14,12,8.25132841977151e-02
Dead or Alive 5 Ultimate,20,14,20,0.140131082522545
Dead or Alive 6,0,8,8,7.92778959013954e-02
Dead or Alive Dimensions,0,4,4,7.92817888472546e-02
Dead or Alive Paradise,0,4,4,7.92817888472546e-02
Dead or Alive Ultimate,0,4,4,7.92817888472546e-02
Dead or Alive Xtreme 2,0,4,4,7.92817888472546e-02
Dead or Alive Xtreme 3: Fortune,0,4,4,7.92817888472546e-02
Dead or Alive Xtreme Beach Volleyball,-18,12,8,0.154762267411019
Dead or School,0,8,8,7.92778959013954e-02
Dead to Rights,-20,34,30,0.126899639491318
Dead to Rights II,-22,24,18,0.13513352607101
Dead to Rights: Reckoning,0,4,4,7.92817888472546e-02
Dead to Rights: Retribution,0,8,8,7.92778959013954e-02
DeadCore,0,4,4,7.92817888472546e-02
Deadbeat Heroes,0,4,4,7.92817888472546e-02
Deadcore,0,4,4,7.92817888472546e-02
Deadfall Adventures,2,16,20,0.171649658533909
Deadfall Adventures: Heart of Atlantis,16,8,16,0.142892726829098
Deadliest Catch: Alaskan Storm,10,4,8,0.106718302927643
Deadliest Catch: Sea of Chaos,-10,24,22,0.114994756525651
Deadliest Warrior: Ancient Combat,0,8,8,7.92778959013954e-02
Deadliest Warrior: Legends,-76,38,12,0.178219073843226
Deadliest Warrior: The Game,2,14,16,0.114713330997988
Deadlight,0,4,4,7.92817888472546e-02
"Deadlight: Director's Cut",-44,26,12,0.155998869995122
Deadlings,-4,6,4,8.86362530225011e-02
Deadly Creatures,0,4,4,7.92817888472546e-02
Deadly Days,0,4,4,7.92817888472546e-02
Deadly Premonition,0,4,4,7.92817888472546e-02
Deadly Premonition 2: A Blessing in Disguise,0,4,4,7.92817888472546e-02
Deadly Premonition Origins,12,12,20,0.137299859051454
"Deadly Premonition: The Director's Cut",0,4,4,7.92817888472546e-02
Deadpool,-14,26,20,9.75947738168981e-02
Deal or No Deal,0,4,4,7.92817888472546e-02
Dear Esther: Landmark Edition,8,14,14,0.123770082227798
Death By Cube,-20,16,6,0.12211828184295
Death Come True,-4,10,8,8.40859892616487e-02
Death Coming,0,4,4,7.92817888472546e-02
Death Crimson OX,-36,24,8,0.177138411187091
Death Crown,0,12,12,7.92765983802061e-02
Death God University,0,4,4,7.92817888472546e-02
Death Jr.,2,10,12,0.126912178035891
Death Jr. II: Root of Evil,0,4,4,7.92817888472546e-02
Death Jr.: Root of Evil,0,8,8,0.112121381036987
Death Lap,0,4,4,7.92817888472546e-02
Death Mark,0,8,8,7.92778959013954e-02
Death Ray Manta,0,4,4,7.92817888472546e-02
Death Road to Canada,-14,26,22,0.11946064535355
Death Squared,0,12,12,7.92765983802061e-02
Death Stranding,-14,18,12,0.100073995074846
Death Tank,0,4,4,7.92817888472546e-02
Death Track: Resurrection,0,4,4,7.92817888472546e-02
Death and Taxes,0,8,8,7.92778959013954e-02
Death by Degrees,0,4,4,7.92817888472546e-02
Death end re;Quest,12,10,16,0.112109682834499
Death end re;Quest 2,0,4,4,7.92817888472546e-02
"Death's Gambit",0,4,4,7.92817888472546e-02
"Death's Hangover",0,4,4,7.92817888472546e-02
DeathSmiles II X,28,12,28,0.194122047376725
DeathSpank,32,12,26,0.135839127272907
DeathSpank: Thongs of Virtue,-2,20,20,0.147651625047487
Deathrow,-6,12,10,0.126907314708411
Deathsmiles,0,4,4,7.92817888472546e-02
Deathstate,0,4,4,7.92817888472546e-02
Deathstate : Abyssal Edition,0,4,4,7.92817888472546e-02
Deathtrap Dungeon Trilogy,0,4,4,7.92817888472546e-02
Deathtrap Dungeon: The Interactive Video Adventure,0,4,4,7.92817888472546e-02
Debris,0,4,4,7.92817888472546e-02
Debris Infinity,-4,16,18,0.125348744152543
Deca Sports,0,4,4,7.92817888472546e-02
Deca Sports 2,0,4,4,7.92817888472546e-02
Deca Sports 3,-16,12,8,0.145616041822348
Deca Sports Extreme,0,4,4,7.92817888472546e-02
Deca Sports Freedom,0,4,4,7.92817888472546e-02
Decay,0,4,4,7.92817888472546e-02
Decay of Logos,-12,26,20,0.102022780872121
Decay: The Mare,0,4,4,7.92817888472546e-02
Deception IV: Blood Ties,0,4,4,7.92817888472546e-02
Deception IV: The Nightmare Princess,0,4,4,7.92817888472546e-02
Deck of Ashes,0,4,4,7.92817888472546e-02
"Dedede's Drum Dash Deluxe",-4,6,4,8.86362530225011e-02
Deemo,0,4,4,7.92817888472546e-02
Deemo Reborn,18,4,12,0.12372815607339
Deep Black,0,4,4,7.92817888472546e-02
Deep Black: Episode 1,-12,16,12,0.163426600800099
Deep Diving Adventures,0,4,4,7.92817888472546e-02
Deep Fighter: The Tsunami Offense,24,4,12,0.145573649960657
Deep Ones,0,8,8,7.92778959013954e-02
Deep Rock Galactic,0,8,8,7.92778959013954e-02
Deep Sky Derelicts: Definitive Edition,0,12,12,7.92765983802061e-02
Deep Space Rush,0,12,12,7.92765983802061e-02
"Deepak Chopra's Leela",-8,14,14,0.194193572093146
Deeproot Manor,0,4,4,7.92817888472546e-02
Deer Captor,0,4,4,7.92817888472546e-02
Deer Drive,0,4,4,7.92817888472546e-02
Deer Drive Legends,0,4,4,7.92817888472546e-02
Deer Hunter,6,4,6,9.90952293689209e-02
Deer Hunter: Reloaded,0,8,8,7.92778959013954e-02
Deer Hunting King,0,4,4,7.92817888472546e-02
Def Jam Rapstar,0,12,12,7.92765983802061e-02
Def Jam Vendetta,12,8,14,9.50435534232392e-02
Def Jam: Fight for NY,12,16,20,0.137308287309268
Def Jam: Fight for NY: The Takeover,0,4,4,7.92817888472546e-02
Def Jam: Icon,-36,36,26,0.173879245742861
Defective Holiday,0,4,4,7.92817888472546e-02
Defector,0,4,4,7.92817888472546e-02
Defend Your Castle,0,4,4,7.92817888472546e-02
Defend your Crypt,0,8,8,7.92778959013954e-02
Defender,22,26,36,0.09829470006625
Defender of the Crown,-34,22,12,0.208714568748448
"Defender's Quest: Valley of the Forgotten DX Edition",-4,10,8,8.40859892616487e-02
Defenders of Ardania,0,4,4,7.92817888472546e-02
Defenders of Ekron,0,4,4,7.92817888472546e-02
Defenders of Ekron: Definitive Edition,0,8,8,7.92778959013954e-02
Defenders of the Mystic Garden,0,4,4,7.92817888472546e-02
"Defendin' DePenguin",0,6,6,9.7099964285426e-02
Defense Dome,0,4,4,7.92817888472546e-02
Defense Grid 2,0,4,4,7.92817888472546e-02
Defense Grid: The Awakening,0,4,4,7.92817888472546e-02
Defense Grid: You Monster,0,4,4,7.92817888472546e-02
Deffactor,0,4,4,7.92817888472546e-02
Defiance,0,8,8,7.92778959013954e-02
Defiance 2050,4,14,20,0.112115187514197
Defoliation,0,4,4,7.92817888472546e-02
Defunct,0,12,12,7.92765983802061e-02
Degrees of Separation,6,16,18,9.77647543457452e-02
Deiland,6,10,14,0.135877030040244
Deiland: Pocket Planet Edition,0,4,4,7.92817888472546e-02
Deja Vu (Eric Freeman),0,4,4,7.92817888472546e-02
Deleveled,0,12,12,7.92765983802061e-02
Delicious! Pretty Girls Mahjong Solitaire,0,4,4,7.92817888472546e-02
Deliver Us The Moon,32,16,30,0.117790061725336
Deliver Us The Moon: Fortuna,0,4,4,7.92817888472546e-02
Delta Force - Black Hawk Down: Team Sabre,6,6,10,0.106729869269967
Delta Force: Black Hawk Down,-18,24,16,0.122963898509776
Delta Force: Urban Warfare,-4,8,6,0.104877005922553
Delta Squad,0,12,12,7.92765983802061e-02
Deltarune: Chapter 1,0,4,4,7.92817888472546e-02
Dementium Remastered,0,4,4,7.92817888472546e-02
Demeo,0,4,4,7.92817888472546e-02
Demetrios - The BIG Cynical Adventure,-4,14,12,8.25132841977151e-02
DemiKids: Light Version,-6,12,14,0.159793208837956
Demolish & Build,0,4,4,7.92817888472546e-02
Demolish & Build 2018,2,12,16,0.146991845764593
Demolition Inc.,0,4,4,7.92817888472546e-02
Demolition Racer: No Exit,4,4,6,8.86362530225011e-02
Demon Gaze II,-4,6,4,8.86362530225011e-02
Demon Hunter: Revelation,-4,6,4,8.86362530225011e-02
Demon King Box,0,4,4,7.92817888472546e-02
Demon Pit,26,18,32,9.85899534484697e-02
Demon Skin,0,4,4,7.92817888472546e-02
"Demon's Crystals",0,12,12,7.92765983802061e-02
"Demon's Rise - Lords of Chaos",-4,6,4,8.86362530225011e-02
"Demon's Rise - War for the Deep",0,4,4,7.92817888472546e-02
"Demon's Souls",10,16,24,0.135147226115297
"Demon's Tier+",0,12,12,7.92765983802061e-02
"Demon's Tilt",0,8,8,7.92778959013954e-02
Demons Never Lie,-4,6,4,8.86362530225011e-02
Demons with Shotguns,0,4,4,7.92817888472546e-02
Dengeki Bunko: Fighting Climax,0,4,4,7.92817888472546e-02
Denki Blocks!,0,4,4,7.92817888472546e-02
Depanneur Nocturne,0,4,4,7.92817888472546e-02
Depixtion,-14,12,4,0.106700951063307
Deployment,0,4,4,7.92817888472546e-02
Deponia,2,14,14,8.93693995057017e-02
Deponia Doomsday,28,16,32,0.148289873971969
Depth of Extinction,0,12,12,7.92765983802061e-02
Deracine,6,14,16,0.157315508883829
Derby Dogs,0,4,4,7.92817888472546e-02
Derelict Void,-4,6,4,8.86362530225011e-02
Derrick the Deathfin,6,4,8,9.08210546788237e-02
Deru - The Art of Cooperation,0,4,4,7.92817888472546e-02
Descenders,-14,20,14,9.22485681466735e-02
Desert Child,0,12,12,7.92765983802061e-02
Desert Strike Advance,0,4,4,7.92817888472546e-02
Desperados III,38,22,38,0.133908993362016
Despicable Me: The Game,0,10,10,8.86353821743361e-02
Destiny,-10,18,14,9.50470479704796e-02
Destiny 2,-18,24,18,0.109149004075258
Destiny 2: Beyond Light,-16,42,34,0.116912965670042
Destiny 2: Black Armory,0,4,4,7.92817888472546e-02
Destiny 2: Curse of Osiris,0,8,8,7.92778959013954e-02
Destiny 2: Forsaken,0,8,8,7.92778959013954e-02
Destiny 2: Shadowkeep,10,14,20,9.22507980471783e-02
Destiny 2: Warmind,-14,20,12,0.109447988713991
Destiny Connect: Tick-Tock Travelers,0,8,8,7.92778959013954e-02
"Destiny's Princess: A War Story, A Love Story",0,4,4,7.92817888472546e-02
Destiny: House of Wolves,0,12,12,7.92765983802061e-02
Destiny: Rise of Iron,-16,24,18,0.131458128576502
Destiny: The Collection,-14,14,10,0.159773895096041
Destiny: The Dark Below,-22,24,14,9.77549346812975e-02
Destiny: The Taken King,0,8,8,7.92778959013954e-02
Destrobots,0,4,4,7.92817888472546e-02
Destropolis,0,4,4,7.92817888472546e-02
Destroy All Humans!,38,26,46,0.115212934734015
Destroy All Humans! (2005),0,4,4,7.92817888472546e-02
Destroy All Humans! 2,36,16,32,0.141495200748854
Destroy All Humans! Big Willy Unleashed,22,6,18,0.166954151354175
Destroy All Humans! Path of the Furon,0,4,4,7.92817888472546e-02
Destruction AllStars,0,4,4,7.92817888472546e-02
Destruction Derby Arenas,4,4,6,8.86362530225011e-02
Destruction Derby Raw,6,4,6,9.90952293689209e-02
Detached,0,6,6,9.7099964285426e-02
Detective Dolittle,0,4,4,7.92817888472546e-02
Detective Gallo,-8,16,12,0.10487185618373
Detective Pikachu,-18,20,12,0.157280194778466
Detention,6,12,14,0.105805396808638
Detroit: Become Human,0,8,8,7.92778959013954e-02
Deus Ex: Human Revolution,-4,28,28,0.149633231562483
"Deus Ex: Human Revolution - Director's Cut",0,20,18,0.108553953037791
Deus Ex: Human Revolution - The Missing Link,4,10,12,0.102984258642017
Deus Ex: Invisible War,0,4,4,7.92817888472546e-02
Deus Ex: Mankind Divided,-2,20,20,0.132212235984075
Deus Ex: Mankind Divided - A Criminal Past,-8,12,8,8.86319007476699e-02
Deus Ex: Mankind Divided - System Rift,0,8,8,7.92778959013954e-02
Deus Ex: The Conspiracy,0,14,16,0.161022074345834
Devil Engine,-4,6,4,8.86362530225011e-02
Devil Kings,10,4,8,0.106718302927643
Devil May Cry,0,20,20,0.126906554184726
Devil May Cry 2,-6,18,16,0.121367565402661
"Devil May Cry 3: Dante's Awakening",2,6,8,9.91014575624044e-02
Devil May Cry 3: Special Edition,6,14,18,0.111234961409675
Devil May Cry 4,18,10,20,0.107632784962514
Devil May Cry 4: Special Edition,-18,20,10,0.105792272166388
Devil May Cry 5,0,8,8,7.92778959013954e-02
Devil May Cry 5: Special Edition,16,8,16,9.90849138078296e-02
Devil May Cry HD Collection,26,28,44,0.125730899073594
Devil Slayer Raksasi,0,8,8,7.92778959013954e-02
"Devil's Hunt",0,4,4,7.92817888472546e-02
"Devil's Kiss",0,4,4,7.92817888472546e-02
"Devil's Third",0,4,4,7.92817888472546e-02
Devious Dungeon,4,18,20,0.101057891271498
Devious Dungeon 2,0,12,12,7.92765983802061e-02
"Dewy's Adventure",0,4,4,7.92817888472546e-02
Dex,20,16,26,0.103608799408563
"Dexter's Laboratory: Deesaster Strikes!",40,8,28,0.172611961745699
Dexteritrip,0,4,4,7.92817888472546e-02
Dezatopia,0,4,4,7.92817888472546e-02
DiRT,6,20,24,0.138025406961994
DiRT 2,12,24,32,0.102980794072861
DiRT 3,28,10,26,0.123742031644104
DiRT 4,0,8,8,7.92778959013954e-02
DiRT Rally,0,8,8,7.92778959013954e-02
DiRT Rally 2.0,-4,10,8,8.40859892616487e-02
DiRT Rally 2.0: Game of the Year Edition,0,10,10,8.86353821743361e-02
DiRT Rally VR,0,4,4,7.92817888472546e-02
DiRT Showdown,20,12,26,0.10671306277626
Diablo III,0,8,8,7.92778959013954e-02
Diablo III: Eternal Collection,6,12,16,0.135877030040244
Diablo III: Rise of the Necromancer,16,16,20,0.131458128576502
Diablo III: Ultimate Evil Edition,30,16,34,9.65745654161974e-02
Diabolic,0,4,4,7.92817888472546e-02
Diabolical Pitch,0,4,4,7.92817888472546e-02
Diabotical,6,4,8,9.08210546788237e-02
Diadra Empty,0,4,4,7.92817888472546e-02
Diatomic,0,4,4,7.92817888472546e-02
Dicey Dungeons,18,10,16,0.107632784962514
Dick Wilde,0,4,4,7.92817888472546e-02
Dick Wilde 2,0,4,4,7.92817888472546e-02
Diddy Kong Racing,8,6,12,0.108549689155063
Die Hard: Vendetta,0,10,10,0.140151726296234
Die With Glory,0,8,8,7.92778959013954e-02
Die Young,0,8,8,7.92778959013954e-02
Die for Valhalla!,0,8,8,7.92778959013954e-02
Dig Dog,-4,10,8,8.40859892616487e-02
Dig Dug,-6,8,6,9.90952293689209e-02
Digger Dan DX,0,4,4,7.92817888472546e-02
Digimon All-Star Rumble,0,8,8,7.92778959013954e-02
Digimon Battle Spirit,4,4,6,8.86362530225011e-02
Digimon Battle Spirit 2,-8,10,6,0.134419630480378
Digimon Digital Card Battle,-10,22,16,0.203089649867132
Digimon Racing,2,6,8,9.91014575624044e-02
Digimon Rumble Arena,-8,10,6,0.112110370934242
Digimon Rumble Arena 2,-8,28,26,0.122172320795994
Digimon Story Cyber Sleuth,0,4,4,7.92817888472546e-02
Digimon Story Cyber Sleuth: Complete Edition,0,4,4,7.92817888472546e-02
"Digimon Story Cyber Sleuth: Hacker's Memory",16,4,10,0.122141023383576
Digimon World 2,0,4,4,7.92817888472546e-02
Digimon World 3,4,4,6,8.86362530225011e-02
Digimon World 4,-24,30,22,0.118904517882115
Digimon World Data Squad,10,6,12,0.113842859637579
Digimon World: Next Order,14,4,12,0.110321318035849
"Digital Domain's Monkey King",0,4,4,7.92817888472546e-02
"Dillon's Dead-Heat Breakers",-4,6,4,8.86362530225011e-02
"Dillon's Rolling Western",-2,14,14,0.144294499084093
"Dillon's Rolling Western: The Last Ranger",0,4,4,7.92817888472546e-02
Dimension Drive,0,8,8,7.92778959013954e-02
"Din's Legacy",0,4,4,7.92817888472546e-02
Diner Dash,0,14,14,8.56285129256561e-02
Diner Dash: Sizzle & Serve,0,4,4,7.92817888472546e-02
Dininho Adventures,0,4,4,7.92817888472546e-02
Dino Crisis,-8,14,12,0.158555792567332
Dino Crisis 2,-18,12,8,0.141502148879219
Dino Crisis 3,-22,14,10,0.166954151354175
"Dino Dini's Kick Off Revival",-26,16,8,0.1645617876518
Dino Frontier,0,4,4,7.92817888472546e-02
Dino Galaxy Tennis,0,4,4,7.92817888472546e-02
Dino Stalker,4,6,8,9.29628184018827e-02
Dinosaur Island VR,0,4,4,7.92817888472546e-02
Dinotopia: The Sunstone Odyssey,0,8,8,7.92778959013954e-02
Dinotopia: The Timestone Pirates,-14,14,8,0.126882995274898
Dinox,0,4,4,7.92817888472546e-02
Dirge of Cerberus: Final Fantasy VII,0,4,4,7.92817888472546e-02
"Dirty Harry's Thunder Drive",0,4,4,7.92817888472546e-02
Disaster Report,0,4,4,7.92817888472546e-02
Disaster Report 4: Summer Memories,0,12,12,7.92765983802061e-02
Disc Creatures,0,4,4,7.92817888472546e-02
Disc Jam,8,12,18,0.102982011394037
Disc Room,-4,14,12,0.101059121208263
Disco Dodgeball Remix,0,12,12,7.92765983802061e-02
Disco Elysium,0,4,4,7.92817888472546e-02
Disco Elysium: The Final Cut,0,14,14,8.56285129256561e-02
Discolored,0,4,4,7.92817888472546e-02
Discovery,0,8,8,7.92778959013954e-02
Discs of Tron,0,4,4,7.92817888472546e-02
Disease - Hidden Object -,0,4,4,7.92817888472546e-02
Disgaea 1 Complete,0,8,8,7.92778959013954e-02
Disgaea 2: Cursed Memories,10,12,20,0.176157039494795
Disgaea 2: Dark Hero Days,0,4,4,7.92817888472546e-02
Disgaea 3: Absence of Justice,0,4,4,7.92817888472546e-02
Disgaea 4 Complete+,-14,22,18,0.101699847008618
Disgaea 4: A Promise Unforgotten,12,8,16,0.142907843753428
Disgaea 5 Complete,4,18,20,0.188031631081606
Disgaea 5: Alliance of Vengeance,0,4,4,7.92817888472546e-02
Disgaea D2: A Brighter Darkness,0,4,4,7.92817888472546e-02
Disgaea Infinite,-8,10,6,0.112110370934242
Disgaea: Afternoon of Darkness,0,4,4,7.92817888472546e-02
Disgaea: Hour of Darkness,0,4,4,7.92817888472546e-02
Dishonored,0,8,8,7.92778959013954e-02
Dishonored 2,8,10,12,0.102982011394037
Dishonored: Death of the Outsider,0,8,8,7.92778959013954e-02
Dishonored: Definitive Edition,0,8,8,7.92778959013954e-02
Dishonored: Dunwall City Trials,-4,10,8,8.40859892616487e-02
Dishonored: The Brigmore Witches,2,18,24,0.118087981632226
Dishonored: The Knife of Dunwall,-10,16,14,0.107642818615303
Disintegration,-38,30,16,0.120529511672783
Disjunction,12,20,24,0.108551465830058
Disney Art Academy,18,6,16,0.126863536371464
Disney Big Hero 6: Battle in the Bay,0,4,4,7.92817888472546e-02
Disney Castle of Illusion starring Mickey Mouse,22,8,18,0.107625617494964
Disney Channel All Star Party,4,12,18,0.172788866828107
Disney Classic Games: Aladdin and the Lion King,12,16,22,0.101055177178619
Disney DuckTales Remastered,12,14,18,9.84297579344819e-02
Disney Epic Mickey,2,10,12,0.167009594826472
Disney Epic Mickey 2: The Power of Two,-4,36,44,0.13514733298553
Disney Epic Mickey: The Power of Illusion,0,4,4,7.92817888472546e-02
"Disney Frozen: Olaf's Quest",-10,12,8,0.120547074627162
Disney Golf,6,6,8,0.113853702201946
Disney Guilty Party,0,4,4,7.92817888472546e-02
Disney Hannah Montana: Rock Out the Show,0,4,4,7.92817888472546e-02
Disney Hannah Montana: Spotlight World Tour,6,10,14,0.103932528330517
Disney Infinity,0,12,12,7.92765983802061e-02
Disney Infinity 2.0 Edition,0,30,30,0.113851414772722
Disney Infinity 3.0 Edition,34,12,26,0.111506372371823
Disney Infinity: Toy Box Challenge,-22,20,16,0.203053177752496
Disney Magical World,4,4,6,8.86362530225011e-02
Disney Magical World 2,0,4,4,7.92817888472546e-02
Disney Planes,10,10,14,0.102022261068203
Disney Planes: Fire & Rescue,0,8,8,7.92778959013954e-02
Disney Princess,0,4,4,7.92817888472546e-02
Disney Princess: My Fairytale Adventure,0,4,4,7.92817888472546e-02
Disney Sing It,20,18,28,0.117801412726046
Disney Sing It! High School Musical 3: Senior Year,0,8,8,7.92778959013954e-02
Disney Sing It! Pop Hits,0,4,4,7.92817888472546e-02
Disney Sing It: Family Hits,0,8,8,7.92778959013954e-02
Disney Sing It: Party Hits,0,4,4,7.92817888472546e-02
Disney Sing It: Pop Hits,0,8,8,7.92778959013954e-02
Disney Sports Basketball,0,8,8,7.92778959013954e-02
Disney Sports Football,0,8,8,7.92778959013954e-02
Disney Sports Skateboarding,14,8,16,9.40019672361256e-02
Disney Sports Snowboarding,0,4,4,7.92817888472546e-02
Disney Sports Soccer,16,10,18,0.106719568678585
