Game,StdDev_Sentiment,TotalNegative,TotalPositive,StdDev_ContainWord
Mario Kart 8 DLC Pack 2,12,8,14,0.134408150944042
Mario Kart 8 Deluxe,12,8,14,0.134408150944042
Mario Kart Live: Home Circuit,28,6,18,0.153429999287574
Mario Kart Super Circuit,4,4,6,8.86362530225011e-02
Mario Kart Wii,0,4,4,7.92817888472546e-02
Mario Kart: Double Dash!!,40,4,22,0.158368834704254
Mario Party,0,4,4,7.92817888472546e-02
Mario Party 10,22,10,20,0.176114989923638
Mario Party 2,22,6,16,0.141480338213007
Mario Party 3,-4,8,6,0.104877005922553
Mario Party 4,-2,14,16,0.169345519632068
Mario Party 5,2,10,12,0.117258689092774
Mario Party 6,12,12,22,0.148303918751189
Mario Party 7,24,10,22,0.165762750959583
Mario Party 8,22,10,18,0.166954151354175
Mario Party 9,-8,16,16,0.192159941681255
Mario Party Advance,2,8,10,0.129970770518476
Mario Party: Island Tour,-10,20,20,0.223356461048327
Mario Party: Star Rush,14,8,14,0.141519594991975
Mario Party: The Top 100,0,4,4,7.92817888472546e-02
Mario Pinball Land,22,4,18,0.120485618699489
Mario Power Tennis,-2,8,8,0.120562433714273
Mario Sports Mix,20,6,16,0.137263891963754
Mario Sports Superstars,0,4,4,7.92817888472546e-02
Mario Strikers Charged,0,4,4,7.92817888472546e-02
Mario Super Sluggers,18,8,14,0.152202691036811
Mario Superstar Baseball,-10,10,8,0.144281666347417
Mario Tennis,12,8,16,0.142907843753428
Mario Tennis Aces,0,4,4,7.92817888472546e-02
Mario Tennis Open,-22,18,8,0.138675830069678
Mario Tennis: Power Tour,0,4,4,7.92817888472546e-02
Mario Tennis: Ultra Smash,-4,6,4,8.86362530225011e-02
Mario and Donkey Kong: Minis on the Move,0,4,4,7.92817888472546e-02
Mario vs. Donkey Kong,0,4,4,7.92817888472546e-02
Mario vs. Donkey Kong: Tipping Stars,0,12,12,0.106731133747967
Mark Davis Pro Bass Challenge,-16,12,6,0.134392077945828
Mark McMorris Infinite Air,0,8,8,7.92778959013954e-02
Mark of the Ninja,20,10,22,0.179438792846004
Mark of the Ninja: Remastered,0,12,12,7.92765983802061e-02
Marlow Briggs and the Mask of Death,0,4,4,7.92817888472546e-02
Marooners,-4,14,12,8.25132841977151e-02
Mars Alive,-38,28,14,0.182583017344005
Mars Horizon,22,20,34,9.95833213270483e-02
Mars Matrix,4,4,6,8.86362530225011e-02
Mars Power Industries,0,4,4,7.92817888472546e-02
Mars Power Industries Deluxe,0,4,4,7.92817888472546e-02
Mars Rover Landing,0,4,4,7.92817888472546e-02
Mars: Chaos Menace,-4,10,8,8.40859892616487e-02
Mars: War Logs,0,8,8,7.92778959013954e-02
Mart Racer,0,4,4,7.92817888472546e-02
Martian Gothic: Unification,8,8,12,0.128441568613032
Marvel Avengers: Battle for Earth,0,8,8,7.92778959013954e-02
Marvel Heroes Omega,0,8,8,7.92778959013954e-02
Marvel Nemesis: Rise of the Imperfects,24,26,38,0.118079366517
Marvel Pinball,-4,6,4,8.86362530225011e-02
Marvel Pinball - Epic Collection: Volume 1,0,8,8,7.92778959013954e-02
Marvel Pinball 3D,0,4,4,7.92817888472546e-02
Marvel Pinball: Avengers Chronicles,0,4,4,7.92817888472546e-02
Marvel Pinball: Captain America,0,4,4,7.92817888472546e-02
Marvel Pinball: Civil War,0,4,4,7.92817888472546e-02
Marvel Pinball: Vengeance and Virtue,0,4,4,7.92817888472546e-02
Marvel Puzzle Quest: Dark Reign,0,4,4,7.92817888472546e-02
Marvel Super Hero Squad,-16,24,20,0.104867851277259
Marvel Super Hero Squad: Comic Combat,-20,24,14,0.137299297855529
Marvel Super Hero Squad: The Infinity Gauntlet,-2,36,38,0.133318566646852
Marvel Trading Card Game,0,4,4,7.92817888472546e-02
Marvel Ultimate Alliance 3: The Black Order,4,12,14,0.145647827621502
Marvel Ultimate Alliance 3: The Black Order - Expansion 1: Curse of the Vampire,0,4,4,7.92817888472546e-02
Marvel Ultimate Alliance 3: The Black Order - Expansion 2: Rise of the Phoenix,0,4,4,7.92817888472546e-02
Marvel Ultimate Alliance 3: The Black Order - Expansion 3 - Fantastic Four: Shadow of Doom,-4,6,4,8.86362530225011e-02
Marvel vs. Capcom 2,30,26,44,0.105238987679246
Marvel vs. Capcom 3: Fate of Two Worlds,0,8,8,7.92778959013954e-02
Marvel vs. Capcom Origins,12,22,30,0.161009855722176
Marvel vs. Capcom: Infinite,0,8,8,7.92778959013954e-02
"Marvel's Avengers",-34,50,40,0.121196134032518
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue",8,12,16,0.106728242598108
"Marvel's Guardians of the Galaxy - Episode 2: Under Pressure",12,10,14,0.106724628550646
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling",2,12,14,9.81011945427686e-02
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You",-20,18,12,0.12842985595127
"Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin'",4,14,16,0.110349461814202
"Marvel's Guardians of the Galaxy: The Telltale Series",14,10,16,0.10763851859292
"Marvel's Iron Man VR",16,4,10,0.122141023383576
"Marvel's Spider-Man",-4,6,4,8.86362530225011e-02
"Marvel's Spider-Man: Miles Morales",-16,24,22,0.152228160334181
"Marvel's Spider-Man: Miles Morales - Ultimate Edition",0,4,4,7.92817888472546e-02
"Marvel's Spider-Man: Silver Lining",0,4,4,7.92817888472546e-02
"Marvel's Spider-Man: The Heist",-28,22,10,0.187952835870262
"Marvel's Spider-Man: Turf Wars",-4,8,6,0.104877005922553
Marvel: Ultimate Alliance,60,52,80,0.126669642181035
Marvel: Ultimate Alliance 2,62,52,82,0.158284458606978
Marvel: Ultimate Alliance Bundle,12,10,14,0.106724628550646
"Marvin's Maze",0,4,4,7.92817888472546e-02
Mary Skelter 2,0,4,4,7.92817888472546e-02
Mary-Kate and Ashley: Girls Night Out,-4,6,4,8.86362530225011e-02
Mary-Kate and Ashley: Sweet 16 - Licensed to Drive,-6,16,12,0.118086675092705
Mask of Mists,0,12,12,7.92765983802061e-02
Maskmaker,0,8,8,7.92778959013954e-02
Masquerada: Songs and Shadows,0,12,12,7.92765983802061e-02
Masquerade: The Baubles of Doom,0,8,8,7.92778959013954e-02
Mass Effect,-4,10,8,8.40859892616487e-02
Mass Effect 2,-2,18,18,0.124563307601441
Mass Effect 2: Arrival,0,8,8,7.92778959013954e-02
Mass Effect 2: Firewalker,0,4,4,7.92817888472546e-02
Mass Effect 2: Kasumi - Stolen Memory,0,4,4,7.92817888472546e-02
Mass Effect 2: Lair of the Shadow Broker,0,4,4,7.92817888472546e-02
Mass Effect 2: Overlord,0,12,14,0.163443594802573
Mass Effect 3,0,8,8,7.92778959013954e-02
Mass Effect 3: Citadel,0,8,8,7.92778959013954e-02
Mass Effect 3: Extended Cut,0,4,4,7.92817888472546e-02
Mass Effect 3: From Ashes,0,8,8,7.92778959013954e-02
Mass Effect 3: Leviathan,0,8,8,7.92778959013954e-02
Mass Effect 3: Omega,0,8,8,7.92778959013954e-02
Mass Effect 3: Special Edition,0,4,4,7.92817888472546e-02
Mass Effect Legendary Edition,6,14,18,8.93686322464419e-02
Mass Effect Trilogy,0,4,4,7.92817888472546e-02
Mass Effect: Andromeda,0,8,8,7.92778959013954e-02
Mass Effect: Pinnacle Station,0,4,4,7.92817888472546e-02
Massira,-4,6,4,8.86362530225011e-02
Massive Chalice,0,4,4,7.92817888472546e-02
Master Reboot,-8,16,16,0.117250957608191
MasterCube,-18,12,6,0.129923273958234
Masters of Anima,22,22,34,0.117242824748621
Masyu by Nikoli,0,4,4,7.92817888472546e-02
"Mat Hoffman's Pro BMX",14,12,18,9.22485681466735e-02
"Mat Hoffman's Pro BMX 2",4,24,24,0.102024293054415
MathLand,-4,6,4,8.86362530225011e-02
Matt Hazard: Blood Bath and Beyond,-4,10,8,8.40859892616487e-02
Matterfall,0,4,4,7.92817888472546e-02
Max & the Magic Marker,16,8,16,0.15349635957268
Max & the Magic Marker: Gold Edition,0,4,4,7.92817888472546e-02
Max Gentlemen Sexy Business!,0,4,4,7.92817888472546e-02
Max Payne,4,12,14,8.25132841977151e-02
Max Payne 2: The Fall of Max Payne,8,14,18,0.118914248972515
Max Payne 3,0,8,8,7.92778959013954e-02
Max Payne 3: Deathmatch Made In Heaven Mode Pack,0,4,4,7.92817888472546e-02
Max Payne 3: Hostage Negotiation Map Pack,0,4,4,7.92817888472546e-02
Max Payne 3: Local Justice Map Pack,12,10,18,9.9090363530644e-02
Max Payne 3: Painful Memories Pack,0,4,4,7.92817888472546e-02
Max Steel,0,4,4,7.92817888472546e-02
Max and the book of chaos,0,4,4,7.92817888472546e-02
Max: The Curse of Brotherhood,0,16,16,7.92759496435017e-02
Maximo vs Army of Zin,-4,6,4,8.86362530225011e-02
Maximo: Ghosts to Glory,20,4,14,0.12211828184295
Maximum Chase,10,14,18,0.17837321216742
Maximum Football 2018,0,4,4,7.92817888472546e-02
Maximum Pool,0,4,4,7.92817888472546e-02
Mayan Death Robots: Arena,0,4,4,7.92817888472546e-02
Mayhem 3D,14,18,24,0.129199848364664
MazM: Jekyll and Hyde,0,4,4,7.92817888472546e-02
MazM: The Phantom of the Opera,0,4,4,7.92817888472546e-02
Maze,-12,12,8,0.101053014271197
Mazes of Fate,0,4,4,7.92817888472546e-02
Mazovian Adventure,0,4,4,7.92817888472546e-02
McDROID,6,14,18,0.109455036846883
"McFarlane's Evil Prophecy",2,6,6,9.08278502458793e-02
Me & My Furry Patients 3D,0,4,4,7.92817888472546e-02
Me & My Katamari,10,6,10,0.120547074627162
Me & My Pets 3D,0,4,4,7.92817888472546e-02
Me Monstar: Hear Me Roar!,0,4,4,7.92817888472546e-02
Mech Platoon,0,8,10,0.122181442337611
Mech Rage,-6,12,10,0.138738125790678
MechAssault,8,4,8,0.101052632350452
MechAssault 2: Lone Wolf,22,4,14,0.129899519165609
MechRunner,0,4,4,7.92817888472546e-02
MechWarrior 5: Mercenaries,0,4,4,7.92817888472546e-02
Mecha Storm,0,4,4,7.92817888472546e-02
MechaNika,14,16,20,0.101699847008618
Mecho Tales,4,20,24,0.114425613915021
Mecho Wars: Desert Ashes,0,4,4,7.92817888472546e-02
Mechstermination Force,0,4,4,7.92817888472546e-02
Medabots AX: Metabee Ver.,4,10,12,0.134426517731631
Medabots: Infinity,-4,6,4,8.86362530225011e-02
Medal of Honor,18,18,32,0.106722881815753
Medal of Honor Frontline,-14,28,24,0.117248088260428
Medal of Honor Heroes,0,12,16,0.156066357412256
Medal of Honor Heroes 2,4,16,18,0.12844427102031
Medal of Honor Infiltrator,-6,8,6,9.90952293689209e-02
Medal of Honor Rising Sun,20,10,22,0.108537962555733
Medal of Honor Underground,10,8,16,8.75149182302753e-02
Medal of Honor: Above and Beyond,8,4,8,9.70872507057596e-02
Medal of Honor: Airborne,-28,38,34,0.181627668831292
Medal of Honor: European Assault,-32,38,26,0.138245486424954
Medal of Honor: Rising Sun,6,10,12,0.152239182947995
Medal of Honor: Vanguard,-6,18,20,0.140842593217901
Medal of Honor: Warfighter,0,8,8,7.92778959013954e-02
MediEvil,-28,16,6,0.150847818764582
MediEvil: Resurrection,-10,12,8,0.132945094766888
Medieval Games,0,4,4,7.92817888472546e-02
"Medieval Moves: Deadmund's Quest",-4,6,4,8.86362530225011e-02
Medusa and Her Lover,0,4,4,7.92817888472546e-02
Mega Coin Squad,0,8,8,7.92778959013954e-02
Mega Man & Bass,2,12,14,0.13874257441472
Mega Man 10,0,12,12,7.92765983802061e-02
Mega Man 11,16,12,18,9.57298578033235e-02
Mega Man 5,0,4,4,7.92817888472546e-02
Mega Man 64,4,8,10,0.122178916544722
Mega Man 9,0,12,12,7.92765983802061e-02
Mega Man Anniversary Collection,26,12,24,0.10168973303843
Mega Man Battle Network,-6,8,6,9.90952293689209e-02
Mega Man Battle Network 2,4,4,6,8.86362530225011e-02
Mega Man Battle Network 3 White,4,6,10,0.101061793551899
Mega Man Battle Network 4 Blue Moon,0,4,4,7.92817888472546e-02
Mega Man Battle Network 4 Red Sun,8,4,8,0.101052632350452
Mega Man Battle Network 5: Team Colonel,-6,8,6,0.113853702201946
Mega Man Battle Network 5: Team Protoman,8,4,10,9.29528589891158e-02
Mega Man Battle Network 6 Cybeast Falzar,0,4,4,7.92817888472546e-02
Mega Man Battle Network 6 Cybeast Gregar,14,4,8,0.126882995274898
Mega Man Legacy Collection,14,16,24,8.80748244244944e-02
Mega Man Legacy Collection + Mega Man Legacy Collection 2,18,6,10,0.141502148879219
Mega Man Legacy Collection 2,-4,16,14,8.86335446894439e-02
Mega Man Legends 2,0,4,4,7.92817888472546e-02
Mega Man Maverick Hunter X,6,8,10,0.126907314708411
Mega Man Network Transmission,0,4,4,7.92817888472546e-02
Mega Man Powered Up,-22,16,6,0.154742325747126
Mega Man X Collection,10,10,14,0.102022261068203
Mega Man X Legacy Collection,16,16,24,0.103611777504918
Mega Man X Legacy Collection 1 + 2,0,22,22,0.110940039245046
Mega Man X Legacy Collection 2,0,12,12,7.92765983802061e-02
Mega Man X5,-8,8,4,9.70872507057596e-02
Mega Man X6,-4,16,14,0.179480063700119
Mega Man X7,0,4,4,7.92817888472546e-02
Mega Man X8,-2,8,8,0.123778029869849
Mega Man X: Command Mission,0,8,8,7.92778959013954e-02
Mega Man Zero,-4,22,22,0.192164759510984
Mega Man Zero / ZX Legacy Collection,-10,30,26,0.104401840072981
Mega Man Zero 2,8,4,8,9.70872507057596e-02
Mega Man Zero 3,6,4,6,9.90952293689209e-02
Mega Man Zero 4,4,4,6,8.86362530225011e-02
Mega Man: Battle Chip Challenge,12,4,10,0.108535473451659
Mega Maze,0,4,4,7.92817888472546e-02
Mega Party: A Tootuff Adventure,0,4,4,7.92817888472546e-02
Megabyte Punch,0,4,4,7.92817888472546e-02
Megadimension Neptunia VII,0,8,8,7.92778959013954e-02
Megadimension Neptunia VIIR,12,4,10,0.108535473451659
Megalith,0,4,4,7.92817888472546e-02
Megamind: Mega Team Unite,40,10,26,0.194040954159746
Megamind: The Blue Defender,0,4,4,7.92817888472546e-02
Megamind: Ultimate Showdown,0,8,8,7.92778959013954e-02
Megaquarium,-6,18,14,8.93686322464419e-02
Megaton Rainfall,14,18,26,0.106725451775568
Mekabolt,16,18,22,9.50452782261244e-02
Mekazoo,-14,18,14,0.121361209099756
Mekorama,-10,18,14,9.50470479704796e-02
Melancholy Love,0,4,4,7.92817888472546e-02
Melbits World,50,8,36,0.127583588753191
Membrane,2,8,10,0.113859123096937
Meme Run,-30,18,6,0.157209542769835
Memoranda,0,8,8,7.92778959013954e-02
Memories of Mars,0,8,8,7.92778959013954e-02
Men in Black - The Series: Crashdown,-4,6,4,8.86362530225011e-02
Men in Black II: Alien Escape,4,10,12,9.29607432454594e-02
Men in Black: Alien Crisis,-14,20,18,0.105491498533855
Men of Valor,16,4,12,0.115529342950101
Men of War: Assault Squad 2 - Cold War,2,6,10,0.126912178035891
Meow Lab,-4,6,4,8.86362530225011e-02
Meow Motors,-4,14,12,8.25132841977151e-02
Mercenaries,6,8,10,8.97345507848404e-02
Mercenaries 2: World in Flames,0,12,12,7.92765983802061e-02
Mercenaries Blaze: Dawn of the Twin Dragons,8,8,12,0.125345667226369
Mercenaries Saga 2: Order Of The Silver Eagle,0,4,4,7.92817888472546e-02
Mercenaries Saga 3,10,10,16,0.141532678165273
Mercenaries Saga Chronicles,0,4,4,7.92817888472546e-02
Mercenaries Wings: The False Phoenix,0,4,4,7.92817888472546e-02
Mercenary Kings,0,4,4,7.92817888472546e-02
Mercenary Kings: Reloaded Edition,-4,10,8,8.40859892616487e-02
Merchant of the Skies,0,8,8,7.92778959013954e-02
Mercury Hg,32,20,34,0.154763142186692
Mercury Meltdown,8,10,12,0.145641471016643
Mercury Meltdown Remix,0,4,4,7.92817888472546e-02
Mercury Meltdown Revolution,-4,8,8,0.101061793551899
Mercury Race,12,4,12,0.101037361835465
"Merv Griffin's Crosswords",0,8,8,7.92778959013954e-02
Mervils: A VR Adventure,0,4,4,7.92817888472546e-02
Mesmerize: Distort,0,4,4,7.92817888472546e-02
Metal Arms: Glitch in the System,-6,20,16,0.106728664138313
Metal Dungeon,-6,6,4,9.90952293689209e-02
Metal Gear Acid,0,4,4,7.92817888472546e-02
Metal Gear Acid 2,0,4,4,7.92817888472546e-02
Metal Gear Online,2,6,6,0.106735651971111
Metal Gear Rising: Revengeance,-4,14,12,0.110349461814202
Metal Gear Rising: Revengeance - Blade Wolf,4,12,16,9.90965914183067e-02
Metal Gear Rising: Revengeance - Jetstream,0,8,8,7.92778959013954e-02
Metal Gear Rising: Revengeance - VR Missions,0,4,4,7.92817888472546e-02
Metal Gear Solid,0,4,4,7.92817888472546e-02
Metal Gear Solid 2: Sons of Liberty,6,10,12,0.141541399608958
Metal Gear Solid 2: Substance,-14,18,14,0.126122867554354
Metal Gear Solid 3: Snake Eater,12,4,12,0.101037361835465
Metal Gear Solid 3: Subsistence,0,4,4,7.92817888472546e-02
Metal Gear Solid 4: Guns of the Patriots,-8,8,4,9.70872507057596e-02
Metal Gear Solid HD Collection,8,12,16,0.106728242598108
Metal Gear Solid V: Ground Zeroes,-24,38,34,0.150929969083482
Metal Gear Solid V: Metal Gear Online,-28,20,10,0.125319200221155
Metal Gear Solid V: The Definitive Experience,0,4,4,7.92817888472546e-02
Metal Gear Solid V: The Phantom Pain,0,8,8,7.92778959013954e-02
Metal Gear Solid: Digital Graphic Novel,0,4,4,7.92817888472546e-02
Metal Gear Solid: Peace Walker,0,4,4,7.92817888472546e-02
Metal Gear Solid: Portable Ops,12,6,10,0.142907843753428
Metal Gear Solid: Portable Ops Plus,0,4,4,7.92817888472546e-02
Metal Gear Solid: Snake Eater 3D,8,14,20,0.161014408088243
Metal Gear Solid: The Legacy Collection,-4,12,10,0.131471625889771
Metal Gear Solid: The Twin Snakes,0,4,4,7.92817888472546e-02
Metal Gear Survive,-6,16,16,0.118086675092705
Metal Max Xeno,0,4,4,7.92817888472546e-02
Metal Saga,0,4,4,7.92817888472546e-02
Metal Slug,0,4,4,7.92817888472546e-02
Metal Slug 3,-4,36,38,0.134419757482531
Metal Slug 4 & 5,2,14,16,0.105806855001726
Metal Slug Advance,-4,6,4,8.86362530225011e-02
Metal Slug Anthology,20,28,34,0.128437964656167
Metal Slug X,0,4,4,7.92817888472546e-02
Metal Slug XX,10,20,32,0.140840402304514
Metal Unit,0,4,4,7.92817888472546e-02
Metal Wolf Chaos XD,-16,24,16,9.8427319696342e-02
Metaloid: Origin,0,4,4,7.92817888472546e-02
Metamorphosis,0,16,16,7.92759496435017e-02
Meteor World Actor,0,4,4,7.92817888472546e-02
"Meteorfall: Krumit's Tale",0,4,4,7.92817888472546e-02
Meteos Wars,10,8,14,0.126897587494293
Metrico+,-4,10,8,8.40859892616487e-02
Metro 2033,0,4,4,7.92817888472546e-02
Metro Exodus,-4,10,8,8.40859892616487e-02
Metro Exodus: Complete Edition,4,8,12,0.115569403984519
"Metro Exodus: Sam's Story",-4,14,12,8.25132841977151e-02
Metro Exodus: The Two Colonels,6,20,26,0.109154657877299
Metro Redux,-2,18,18,9.08226588566444e-02
Metro: 2033 Redux,-8,14,10,0.142918640577565
Metro: Last Light,0,18,20,0.153520985274235
Metro: Last Light - Chronicles Pack,0,4,4,7.92817888472546e-02
Metro: Last Light - Developer Pack,0,4,4,7.92817888472546e-02
Metro: Last Light - Faction Pack,0,4,4,7.92817888472546e-02
Metro: Last Light - Tower Pack,0,4,4,7.92817888472546e-02
Metro: Last Light Redux,-6,12,14,0.111234961409675
Metroid Fusion,8,8,12,0.128441568613032
Metroid Prime,0,4,4,7.92817888472546e-02
Metroid Prime 2: Echoes,4,8,12,0.145647827621502
Metroid Prime 3: Corruption,-22,16,6,0.144230323982925
Metroid Prime Trilogy,0,4,4,7.92817888472546e-02
Metroid Prime: Blast Ball,0,4,4,7.92817888472546e-02
Metroid Prime: Federation Force,-22,18,8,0.138675830069678
Metroid: Other M,0,4,4,7.92817888472546e-02
Metroid: Samus Returns,6,8,12,0.123773043394542
Metroid: Zero Mission,8,12,16,0.150939850902924
Metropolis Street Racer,-4,10,10,0.115569403984519
Metropolis: Lux Obscura,0,12,12,7.92765983802061e-02
MetropolisMania,10,4,8,0.106718302927643
MetropolisMania 2,0,4,4,7.92817888472546e-02
Mia Hamm 64 Soccer,0,4,4,7.92817888472546e-02
"Mia's Picnic",0,4,4,7.92817888472546e-02
Miami Vice: The Game,0,10,12,0.150948028821926
Micetopia,0,12,12,7.92765983802061e-02
Michael Jackson The Experience,26,20,32,9.33748342872867e-02
Michael Phelps: Push the Limit,-4,10,8,0.134426517731631
"Mickey's Speedway USA",0,10,12,0.134428813403635
Micro Machines,0,4,4,7.92817888472546e-02
Micro Machines V4,12,12,18,0.118911005293413
Micro Machines World Series,6,14,18,0.103932528330517
Micro Pico Racers,0,4,4,7.92817888472546e-02
MicroBot,-4,20,22,0.125348744152543
Microsoft Flight Simulator,0,4,4,7.92817888472546e-02
Middle-earth: Shadow of Mordor,34,22,38,0.166379286674249
Middle-earth: Shadow of Mordor - Lord of the Hunt,0,4,4,7.92817888472546e-02
Middle-earth: Shadow of Mordor - The Bright Lord,-4,10,8,8.40859892616487e-02
Middle-earth: Shadow of War,0,8,8,7.92778959013954e-02
Middle-earth: Shadow of War - Blade of Galadriel,0,4,4,7.92817888472546e-02
Middle-earth: Shadow of War - Definitive Edition,0,4,4,7.92817888472546e-02
Middle-earth: Shadow of War - Desolation of Mordor,0,4,4,7.92817888472546e-02
Miden Tower,0,8,8,7.92778959013954e-02
Midnight,0,4,4,7.92817888472546e-02
Midnight 2,0,4,4,7.92817888472546e-02
Midnight Bowling,0,4,4,7.92817888472546e-02
Midnight Club 3: DUB Edition,18,20,28,0.12163070674056
Midnight Club 3: DUB Edition Remix,18,10,22,0.10391916715153
Midnight Club II,-28,34,24,0.170471389383949
Midnight Club: LA Remix,0,4,4,7.92817888472546e-02
Midnight Club: Los Angeles,0,8,8,7.92778959013954e-02
Midnight Club: Street Racing,8,8,12,8.86319007476699e-02
Midnight Deluxe,-2,16,16,8.93693995057017e-02
Midnight Evil,0,4,4,7.92817888472546e-02
Midnight Pool,0,4,4,7.92817888472546e-02
Midnight Scenes Episode 2,0,4,4,7.92817888472546e-02
Midnight Scenes: The Highway,0,4,4,7.92817888472546e-02
Midtown Crazy Race,0,4,4,7.92817888472546e-02
Midtown Madness 3,28,12,22,0.185850930200311
Midway Arcade Origins,-24,22,12,0.123750135799155
Midway Arcade Treasures,14,16,22,9.90915096969205e-02
Midway Arcade Treasures 2,42,22,42,0.142432577955871
Midway Arcade Treasures 3,0,12,12,7.92765983802061e-02
Midway Arcade Treasures: Extended Play,8,4,10,9.29528589891158e-02
"Midway's Greatest Arcade Hits",0,4,4,7.92817888472546e-02
"Midway's Greatest Arcade Hits Volume 1",-12,16,12,0.163426600800099
Might & Magic: Chess Royale,-6,10,8,0.113853702201946
Might & Magic: Clash of Heroes,12,16,22,0.13146223628543
Might & Magic: Duel of Champions - Forgotten Wars,0,12,12,7.92765983802061e-02
Mighty Beanz: Pocket Puzzles,-10,12,8,0.132945094766888
Mighty Fight Federation,-4,14,12,8.25132841977151e-02
Mighty Flip Champs! DX,0,8,8,7.92778959013954e-02
Mighty Gunvolt,-4,14,14,0.142925118280553
Mighty Gunvolt Burst,0,8,8,7.92778959013954e-02
Mighty Morphin Power Rangers: Mega Battle,-38,30,16,0.161579836910079
Mighty No. 9,8,30,36,0.123768913461818
Mighty Switch Force!,0,4,4,7.92817888472546e-02
Mighty Switch Force! 2,0,8,8,7.92778959013954e-02
Mighty Switch Force! Collection,0,8,8,7.92778959013954e-02
Mighty Switch Force! Hyper Drive Edition,0,4,4,7.92817888472546e-02
Miitopia,24,14,24,0.200121197506236
Mike The Knight and The Great Gallop,0,4,4,7.92817888472546e-02
Mike Tyson Boxing,0,8,8,7.92778959013954e-02
Mike Tyson Heavyweight Boxing,-8,18,18,0.137311096392869
Miko Mole,0,8,8,7.92778959013954e-02
Milanoir,0,22,22,0.115564507885488
Miles & Kilo,0,12,12,7.92765983802061e-02
MilitAnt,28,6,20,0.148220660404276
Military Madness: Nectaris,18,16,30,0.100401416992769
Milk inside a bag of milk inside a bag of milk,0,4,4,7.92817888472546e-02
Milky Way Prince: The Vampire Star,2,6,6,0.106735651971111
Millie,0,4,4,7.92817888472546e-02
Million Arthur: Arcana Blood,0,4,4,7.92817888472546e-02
Millipede / Super Breakout / Lunar Lander,0,4,4,7.92817888472546e-02
"Milo's Quest",0,12,12,7.92765983802061e-02
Mimana Iyar Chronicle,0,4,4,7.92817888472546e-02
Mimic Arena,0,4,4,7.92817888472546e-02
Mimpi Dreams,0,4,4,7.92817888472546e-02
Mind Quiz,0,4,4,7.92817888472546e-02
Mind Scanners,0,4,4,7.92817888472546e-02
MindSeize,0,8,8,7.92778959013954e-02
Mindball Play,0,4,4,7.92817888472546e-02
Mindjack,-6,10,8,8.97345507848404e-02
Minecraft,-2,12,12,0.123778029869849
Minecraft Dungeons,0,16,16,7.92759496435017e-02
Minecraft Dungeons: Creeping Winter,0,4,4,7.92817888472546e-02
Minecraft Dungeons: Howling Peaks,0,4,4,7.92817888472546e-02
Minecraft Dungeons: Jungle Awakens,0,4,4,7.92817888472546e-02
Minecraft: New Nintendo 3DS Edition,0,4,4,7.92817888472546e-02
Minecraft: PlayStation 3 Edition,-2,6,6,9.08278502458793e-02
Minecraft: PlayStation 4 Edition,-6,12,10,0.152239182947995
Minecraft: Story Mode - A Telltale Games Series - Season Pass,-2,8,8,0.106735651971111
Minecraft: Story Mode - A Telltale Games Series - The Complete Adventure,2,16,18,0.105495398446463
Minecraft: Story Mode - Episode 1: The Order of the Stone,-14,36,34,0.118498315976576
Minecraft: Story Mode - Episode 2: Assembly Required,20,22,34,0.173904088803994
Minecraft: Story Mode - Episode 3: The Last Place You Look,-2,16,16,0.109456446419
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,-16,18,12,0.102973021911684
Minecraft: Story Mode - Episode 5: Order Up!,-2,20,20,0.113852271166819
Minecraft: Story Mode - Episode 6: A Portal to Mystery,0,14,12,0.110350160889984
Minecraft: Story Mode - Episode 7: Access Denied,0,8,8,7.92778959013954e-02
"Minecraft: Story Mode - Episode 8: A Journey's End?",-6,20,20,0.147650580112781
Minecraft: Story Mode - Season Two: The Telltale Series,4,12,14,8.25132841977151e-02
Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,-24,26,16,0.129943612020551
Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,0,8,8,7.92778959013954e-02
Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,0,8,8,7.92778959013954e-02
Minecraft: Story Mode Season Two - Episode 4: Below the Bedrock,0,8,8,7.92778959013954e-02
Minecraft: Story Mode Season Two - Episode 5: Above and Beyond,0,8,8,7.92778959013954e-02
Minecraft: Wii U Edition,-4,6,4,8.86362530225011e-02
Minecraft: Xbox 360 Edition,0,4,4,7.92817888472546e-02
Minecraft: Xbox One Edition,34,10,28,0.184752180348757
Minesweeper Flags,-2,6,6,9.08278502458793e-02
Minesweeper Genius,2,14,14,0.109456446419
Mini Desktop Racing,0,4,4,7.92817888472546e-02
Mini Golf Resort,0,4,4,7.92817888472546e-02
Mini Island Challenge Bundle,0,4,4,7.92817888472546e-02
Mini Metro,2,8,12,0.110354880531179
Mini Motor Racing X,0,8,8,7.92778959013954e-02
Mini Ninjas,12,14,20,0.101055177178619
Mini Ninjas Adventures,28,4,18,0.134316279333209
Mini Trains,-4,6,4,8.86362530225011e-02
Mini-Games Madness Volume: #1 - Hello World!,0,4,4,7.92817888472546e-02
